exp,dataset,N,k,z,outlier_pct,O,pool,radius,time_s,vs_ref_pct,op,start,r_single,r_multi3,gain_pct,alpha
O_ablation,covertype,2000,20,400,0.2,50.0,70.0,2.669528,0.1348,13.628,,,,,,
O_ablation,covertype,2000,20,400,0.2,75.0,95.0,2.627638,0.1995,11.845,,,,,,
O_ablation,covertype,2000,20,400,0.2,100.0,120.0,2.584309,0.2219,10.001,,,,,,
O_ablation,covertype,2000,20,400,0.2,150.0,170.0,2.447925,0.3632,4.196,,,,,,
O_ablation,covertype,2000,20,400,0.2,200.0,220.0,2.451892,0.4187,4.364,,,,,,
O_ablation,covertype,2000,20,400,0.2,300.0,320.0,2.403729,0.6265,2.314,,,,,,
O_ablation,covertype,2000,20,400,0.2,500.0,520.0,2.366555,1.0307,0.732,,,,,,
O_ablation,covertype,2000,20,400,0.2,750.0,770.0,2.30169,1.5374,-2.029,,,,,,
O_ablation,covertype,2000,20,400,0.2,1000.0,1020.0,2.301867,2.0238,-2.021,,,,,,
O_ablation,covertype,5000,10,500,0.1,1.0,11.0,3.767941,0.017,34.893,,,,,,
O_ablation,covertype,5000,10,500,0.1,5.0,15.0,3.670267,0.0278,31.396,,,,,,
O_ablation,covertype,5000,10,500,0.1,10.0,20.0,3.447191,0.0404,23.41,,,,,,
O_ablation,covertype,5000,10,500,0.1,20.0,30.0,3.283294,0.0653,17.542,,,,,,
O_ablation,covertype,5000,10,500,0.1,30.0,40.0,3.267886,0.0916,16.991,,,,,,
O_ablation,covertype,5000,10,500,0.1,50.0,60.0,3.189629,0.1381,14.189,,,,,,
O_ablation,covertype,5000,10,500,0.1,75.0,85.0,3.132202,0.2617,12.133,,,,,,
O_ablation,covertype,5000,10,500,0.1,100.0,110.0,3.045431,0.2947,9.027,,,,,,
O_ablation,covertype,5000,10,500,0.1,150.0,160.0,2.988709,0.3611,6.996,,,,,,
O_ablation,covertype,5000,10,500,0.1,200.0,210.0,2.962714,0.681,6.065,,,,,,
O_ablation,covertype,5000,10,500,0.1,300.0,310.0,2.857318,0.7023,2.292,,,,,,
O_ablation,covertype,5000,10,500,0.1,500.0,510.0,2.79329,1.254,0.0,,,,,,
O_ablation,covertype,5000,10,500,0.1,750.0,760.0,2.753538,1.7477,-1.423,,,,,,
O_ablation,covertype,5000,10,500,0.1,1000.0,1010.0,2.791933,2.4429,-0.049,,,,,,
O_ablation,covertype,5000,10,1000,0.2,1.0,11.0,3.442458,0.0169,40.25,,,,,,
O_ablation,covertype,5000,10,1000,0.2,5.0,15.0,3.353508,0.0279,36.626,,,,,,
O_ablation,covertype,5000,10,1000,0.2,10.0,20.0,3.173257,0.0409,29.282,,,,,,
O_ablation,covertype,5000,10,1000,0.2,20.0,30.0,3.011785,0.0654,22.704,,,,,,
O_ablation,covertype,5000,10,1000,0.2,30.0,40.0,2.98188,0.0887,21.485,,,,,,
O_ablation,covertype,5000,10,1000,0.2,50.0,60.0,2.858922,0.147,16.476,,,,,,
O_ablation,covertype,5000,10,1000,0.2,75.0,85.0,2.805224,0.2118,14.288,,,,,,
O_ablation,covertype,5000,10,1000,0.2,100.0,110.0,2.70779,0.2922,10.318,,,,,,
O_ablation,covertype,5000,10,1000,0.2,150.0,160.0,2.636569,0.4115,7.417,,,,,,
O_ablation,covertype,5000,10,1000,0.2,200.0,210.0,2.599785,0.5225,5.918,,,,,,
O_ablation,covertype,5000,10,1000,0.2,300.0,310.0,2.494466,0.853,1.627,,,,,,
O_ablation,covertype,5000,10,1000,0.2,500.0,510.0,2.506851,1.342,2.132,,,,,,
O_ablation,covertype,5000,10,1000,0.2,750.0,760.0,2.499133,1.7434,1.818,,,,,,
O_ablation,covertype,5000,10,1000,0.2,1000.0,1010.0,2.454522,2.4648,0.0,,,,,,
O_ablation,covertype,5000,10,1000,0.2,2000.0,2010.0,2.424098,4.9892,-1.24,,,,,,
O_ablation,covertype,5000,20,500,0.1,1.0,21.0,3.37006,0.0576,38.596,,,,,,
O_ablation,covertype,5000,20,500,0.1,5.0,25.0,3.231923,0.0776,32.915,,,,,,
O_ablation,covertype,5000,20,500,0.1,10.0,30.0,3.134603,0.1014,28.913,,,,,,
O_ablation,covertype,5000,20,500,0.1,20.0,40.0,3.046897,0.1504,25.306,,,,,,
O_ablation,covertype,5000,20,500,0.1,30.0,50.0,2.930918,0.1931,20.536,,,,,,
O_ablation,covertype,5000,20,500,0.1,50.0,70.0,2.803788,0.352,15.308,,,,,,
O_ablation,covertype,5000,20,500,0.1,75.0,95.0,2.774945,0.5095,14.121,,,,,,
O_ablation,covertype,5000,20,500,0.1,100.0,120.0,2.69704,0.6188,10.917,,,,,,
O_ablation,covertype,5000,20,500,0.1,150.0,170.0,2.675014,0.7325,10.012,,,,,,
O_ablation,covertype,5000,20,500,0.1,200.0,220.0,2.582202,1.1405,6.195,,,,,,
O_ablation,covertype,5000,20,500,0.1,300.0,320.0,2.50937,1.4997,3.199,,,,,,
O_ablation,covertype,5000,20,500,0.1,500.0,520.0,2.431573,2.4183,0.0,,,,,,
O_ablation,covertype,5000,20,500,0.1,750.0,770.0,2.413463,3.5606,-0.745,,,,,,
O_ablation,covertype,5000,20,500,0.1,1000.0,1020.0,2.416904,4.5238,-0.603,,,,,,
O_ablation,covertype,5000,20,1000,0.2,1.0,21.0,3.139314,0.058,48.648,,,,,,
O_ablation,covertype,5000,20,1000,0.2,5.0,25.0,3.017959,0.0781,42.902,,,,,,
O_ablation,covertype,5000,20,1000,0.2,10.0,30.0,2.929666,0.1014,38.721,,,,,,
O_ablation,covertype,5000,20,1000,0.2,20.0,40.0,2.846468,0.1563,34.782,,,,,,
O_ablation,covertype,5000,20,1000,0.2,30.0,50.0,2.715286,0.2154,28.57,,,,,,
O_ablation,covertype,5000,20,1000,0.2,50.0,70.0,2.570801,0.3276,21.729,,,,,,
O_ablation,covertype,5000,20,1000,0.2,75.0,95.0,2.519145,0.4633,19.283,,,,,,
O_ablation,covertype,5000,20,1000,0.2,100.0,120.0,2.419303,0.6932,14.555,,,,,,
O_ablation,covertype,5000,20,1000,0.2,150.0,170.0,2.334378,0.9168,10.534,,,,,,
O_ablation,covertype,5000,20,1000,0.2,200.0,220.0,2.277479,1.3248,7.84,,,,,,
O_ablation,covertype,5000,20,1000,0.2,300.0,320.0,2.190036,1.7817,3.699,,,,,,
O_ablation,covertype,5000,20,1000,0.2,500.0,520.0,2.127272,2.7224,0.727,,,,,,
O_ablation,covertype,5000,20,1000,0.2,750.0,770.0,2.142568,3.464,1.452,,,,,,
O_ablation,covertype,5000,20,1000,0.2,1000.0,1020.0,2.111911,4.7328,0.0,,,,,,
O_ablation,covertype,5000,20,1000,0.2,2000.0,2020.0,2.087871,10.0267,-1.138,,,,,,
start_point,adult,500,10,50,,,,2.084858,,,0.1,centroid,,,,
start_point,adult,500,10,50,,,,2.089935,,,0.1,farthest,,,,
start_point,adult,500,10,50,,,,2.09893,,,0.1,random0,,,,
start_point,adult,500,10,50,,,,2.030137,,,0.1,random1,,,,
start_point,adult,500,10,50,,,,2.24769,,,0.1,random2,,,,
start_point,adult,500,10,100,,,,1.682241,,,0.2,centroid,,,,
start_point,adult,500,10,100,,,,1.606625,,,0.2,farthest,,,,
start_point,adult,500,10,100,,,,1.641519,,,0.2,random0,,,,
start_point,adult,500,10,100,,,,1.664148,,,0.2,random1,,,,
start_point,adult,500,10,100,,,,1.574718,,,0.2,random2,,,,
start_point,adult,500,20,50,,,,1.766259,,,0.1,centroid,,,,
start_point,adult,500,20,50,,,,1.7854,,,0.1,farthest,,,,
start_point,adult,500,20,50,,,,1.732738,,,0.1,random0,,,,
start_point,adult,500,20,50,,,,1.756066,,,0.1,random1,,,,
start_point,adult,500,20,50,,,,1.697025,,,0.1,random2,,,,
start_point,adult,500,20,100,,,,1.350727,,,0.2,centroid,,,,
start_point,adult,500,20,100,,,,1.376681,,,0.2,farthest,,,,
start_point,adult,500,20,100,,,,1.352097,,,0.2,random0,,,,
start_point,adult,500,20,100,,,,1.364588,,,0.2,random1,,,,
start_point,adult,500,20,100,,,,1.366841,,,0.2,random2,,,,
start_point,adult,1000,10,100,,,,2.04417,,,0.1,centroid,,,,
start_point,adult,1000,10,100,,,,2.000582,,,0.1,farthest,,,,
start_point,adult,1000,10,100,,,,2.001137,,,0.1,random0,,,,
start_point,adult,1000,10,100,,,,2.095708,,,0.1,random1,,,,
start_point,adult,1000,10,100,,,,2.022186,,,0.1,random2,,,,
start_point,adult,1000,10,200,,,,1.645054,,,0.2,centroid,,,,
start_point,adult,1000,10,200,,,,1.702145,,,0.2,farthest,,,,
start_point,adult,1000,10,200,,,,1.632988,,,0.2,random0,,,,
start_point,adult,1000,10,200,,,,1.629781,,,0.2,random1,,,,
start_point,adult,1000,10,200,,,,1.610558,,,0.2,random2,,,,
start_point,adult,1000,20,100,,,,1.715379,,,0.1,centroid,,,,
start_point,adult,1000,20,100,,,,1.69866,,,0.1,farthest,,,,
start_point,adult,1000,20,100,,,,1.743865,,,0.1,random0,,,,
start_point,adult,1000,20,100,,,,1.716682,,,0.1,random1,,,,
start_point,adult,1000,20,100,,,,1.779454,,,0.1,random2,,,,
start_point,adult,1000,20,200,,,,1.384758,,,0.2,centroid,,,,
start_point,adult,1000,20,200,,,,1.372701,,,0.2,farthest,,,,
start_point,adult,1000,20,200,,,,1.365189,,,0.2,random0,,,,
start_point,adult,1000,20,200,,,,1.350381,,,0.2,random1,,,,
start_point,adult,1000,20,200,,,,1.346809,,,0.2,random2,,,,
start_point,adult,5000,10,500,,,,2.024511,,,0.1,centroid,,,,
start_point,adult,5000,10,500,,,,2.059397,,,0.1,farthest,,,,
start_point,adult,5000,10,500,,,,1.997163,,,0.1,random0,,,,
start_point,adult,5000,10,500,,,,1.996084,,,0.1,random1,,,,
start_point,adult,5000,10,500,,,,2.022997,,,0.1,random2,,,,
start_point,adult,5000,10,1000,,,,1.651035,,,0.2,centroid,,,,
start_point,adult,5000,10,1000,,,,1.677143,,,0.2,farthest,,,,
start_point,adult,5000,10,1000,,,,1.591905,,,0.2,random0,,,,
start_point,adult,5000,10,1000,,,,1.61161,,,0.2,random1,,,,
start_point,adult,5000,10,1000,,,,1.616143,,,0.2,random2,,,,
start_point,adult,5000,20,500,,,,1.697263,,,0.1,centroid,,,,
start_point,adult,5000,20,500,,,,1.699678,,,0.1,farthest,,,,
start_point,adult,5000,20,500,,,,1.66048,,,0.1,random0,,,,
start_point,adult,5000,20,500,,,,1.68303,,,0.1,random1,,,,
start_point,adult,5000,20,500,,,,1.679753,,,0.1,random2,,,,
start_point,adult,5000,20,1000,,,,1.371091,,,0.2,centroid,,,,
start_point,adult,5000,20,1000,,,,1.359718,,,0.2,farthest,,,,
start_point,adult,5000,20,1000,,,,1.349893,,,0.2,random0,,,,
start_point,adult,5000,20,1000,,,,1.349623,,,0.2,random1,,,,
start_point,adult,5000,20,1000,,,,1.363425,,,0.2,random2,,,,
start_point,diabetes,500,10,50,,,,2.11263,,,0.1,centroid,,,,
start_point,diabetes,500,10,50,,,,2.144959,,,0.1,farthest,,,,
start_point,diabetes,500,10,50,,,,2.173095,,,0.1,random0,,,,
start_point,diabetes,500,10,50,,,,2.182023,,,0.1,random1,,,,
start_point,diabetes,500,10,50,,,,2.115495,,,0.1,random2,,,,
start_point,diabetes,500,10,100,,,,1.793122,,,0.2,centroid,,,,
start_point,diabetes,500,10,100,,,,1.805199,,,0.2,farthest,,,,
start_point,diabetes,500,10,100,,,,1.832672,,,0.2,random0,,,,
start_point,diabetes,500,10,100,,,,1.805464,,,0.2,random1,,,,
start_point,diabetes,500,10,100,,,,1.767027,,,0.2,random2,,,,
start_point,diabetes,500,20,50,,,,1.885177,,,0.1,centroid,,,,
start_point,diabetes,500,20,50,,,,1.866014,,,0.1,farthest,,,,
start_point,diabetes,500,20,50,,,,1.903468,,,0.1,random0,,,,
start_point,diabetes,500,20,50,,,,1.897876,,,0.1,random1,,,,
start_point,diabetes,500,20,50,,,,1.875579,,,0.1,random2,,,,
start_point,diabetes,500,20,100,,,,1.55165,,,0.2,centroid,,,,
start_point,diabetes,500,20,100,,,,1.559542,,,0.2,farthest,,,,
start_point,diabetes,500,20,100,,,,1.562186,,,0.2,random0,,,,
start_point,diabetes,500,20,100,,,,1.549233,,,0.2,random1,,,,
start_point,diabetes,500,20,100,,,,1.582203,,,0.2,random2,,,,
start_point,diabetes,1000,10,100,,,,2.124385,,,0.1,centroid,,,,
start_point,diabetes,1000,10,100,,,,2.128493,,,0.1,farthest,,,,
start_point,diabetes,1000,10,100,,,,2.142274,,,0.1,random0,,,,
start_point,diabetes,1000,10,100,,,,2.115048,,,0.1,random1,,,,
start_point,diabetes,1000,10,100,,,,2.12643,,,0.1,random2,,,,
start_point,diabetes,1000,10,200,,,,1.817542,,,0.2,centroid,,,,
start_point,diabetes,1000,10,200,,,,1.811555,,,0.2,farthest,,,,
start_point,diabetes,1000,10,200,,,,1.785937,,,0.2,random0,,,,
start_point,diabetes,1000,10,200,,,,1.783661,,,0.2,random1,,,,
start_point,diabetes,1000,10,200,,,,1.781319,,,0.2,random2,,,,
start_point,diabetes,1000,20,100,,,,1.83484,,,0.1,centroid,,,,
start_point,diabetes,1000,20,100,,,,1.878492,,,0.1,farthest,,,,
start_point,diabetes,1000,20,100,,,,1.851906,,,0.1,random0,,,,
start_point,diabetes,1000,20,100,,,,1.827462,,,0.1,random1,,,,
start_point,diabetes,1000,20,100,,,,1.853261,,,0.1,random2,,,,
start_point,diabetes,1000,20,200,,,,1.572128,,,0.2,centroid,,,,
start_point,diabetes,1000,20,200,,,,1.539019,,,0.2,farthest,,,,
start_point,diabetes,1000,20,200,,,,1.541772,,,0.2,random0,,,,
start_point,diabetes,1000,20,200,,,,1.543907,,,0.2,random1,,,,
start_point,diabetes,1000,20,200,,,,1.563849,,,0.2,random2,,,,
start_point,diabetes,5000,10,500,,,,2.217265,,,0.1,centroid,,,,
start_point,diabetes,5000,10,500,,,,2.254327,,,0.1,farthest,,,,
start_point,diabetes,5000,10,500,,,,2.214127,,,0.1,random0,,,,
start_point,diabetes,5000,10,500,,,,2.286023,,,0.1,random1,,,,
start_point,diabetes,5000,10,500,,,,2.313722,,,0.1,random2,,,,
start_point,diabetes,5000,10,1000,,,,1.876005,,,0.2,centroid,,,,
start_point,diabetes,5000,10,1000,,,,1.899932,,,0.2,farthest,,,,
start_point,diabetes,5000,10,1000,,,,1.86277,,,0.2,random0,,,,
start_point,diabetes,5000,10,1000,,,,1.898663,,,0.2,random1,,,,
start_point,diabetes,5000,10,1000,,,,1.849092,,,0.2,random2,,,,
start_point,diabetes,5000,20,500,,,,1.91877,,,0.1,centroid,,,,
start_point,diabetes,5000,20,500,,,,1.954872,,,0.1,farthest,,,,
start_point,diabetes,5000,20,500,,,,1.956413,,,0.1,random0,,,,
start_point,diabetes,5000,20,500,,,,1.980069,,,0.1,random1,,,,
start_point,diabetes,5000,20,500,,,,1.95687,,,0.1,random2,,,,
start_point,diabetes,5000,20,1000,,,,1.644927,,,0.2,centroid,,,,
start_point,diabetes,5000,20,1000,,,,1.662514,,,0.2,farthest,,,,
start_point,diabetes,5000,20,1000,,,,1.643112,,,0.2,random0,,,,
start_point,diabetes,5000,20,1000,,,,1.640631,,,0.2,random1,,,,
start_point,diabetes,5000,20,1000,,,,1.645463,,,0.2,random2,,,,
start_point,covertype,500,10,50,,,,3.311117,,,0.1,centroid,,,,
start_point,covertype,500,10,50,,,,3.322788,,,0.1,farthest,,,,
start_point,covertype,500,10,50,,,,3.346832,,,0.1,random0,,,,
start_point,covertype,500,10,50,,,,3.335548,,,0.1,random1,,,,
start_point,covertype,500,10,50,,,,3.277327,,,0.1,random2,,,,
start_point,covertype,500,10,100,,,,2.810582,,,0.2,centroid,,,,
start_point,covertype,500,10,100,,,,2.856578,,,0.2,farthest,,,,
start_point,covertype,500,10,100,,,,2.846657,,,0.2,random0,,,,
start_point,covertype,500,10,100,,,,2.807032,,,0.2,random1,,,,
start_point,covertype,500,10,100,,,,2.845383,,,0.2,random2,,,,
start_point,covertype,500,20,50,,,,2.874539,,,0.1,centroid,,,,
start_point,covertype,500,20,50,,,,2.924643,,,0.1,farthest,,,,
start_point,covertype,500,20,50,,,,2.91047,,,0.1,random0,,,,
start_point,covertype,500,20,50,,,,2.952035,,,0.1,random1,,,,
start_point,covertype,500,20,50,,,,2.861015,,,0.1,random2,,,,
start_point,covertype,500,20,100,,,,2.477862,,,0.2,centroid,,,,
start_point,covertype,500,20,100,,,,2.471205,,,0.2,farthest,,,,
start_point,covertype,500,20,100,,,,2.47394,,,0.2,random0,,,,
start_point,covertype,500,20,100,,,,2.460971,,,0.2,random1,,,,
start_point,covertype,500,20,100,,,,2.415043,,,0.2,random2,,,,
start_point,covertype,1000,10,100,,,,3.418412,,,0.1,centroid,,,,
start_point,covertype,1000,10,100,,,,3.48163,,,0.1,farthest,,,,
start_point,covertype,1000,10,100,,,,3.356772,,,0.1,random0,,,,
start_point,covertype,1000,10,100,,,,3.385271,,,0.1,random1,,,,
start_point,covertype,1000,10,100,,,,3.491935,,,0.1,random2,,,,
start_point,covertype,1000,10,200,,,,2.896623,,,0.2,centroid,,,,
start_point,covertype,1000,10,200,,,,2.932587,,,0.2,farthest,,,,
start_point,covertype,1000,10,200,,,,2.965874,,,0.2,random0,,,,
start_point,covertype,1000,10,200,,,,3.025918,,,0.2,random1,,,,
start_point,covertype,1000,10,200,,,,2.985881,,,0.2,random2,,,,
start_point,covertype,1000,20,100,,,,2.927298,,,0.1,centroid,,,,
start_point,covertype,1000,20,100,,,,2.982144,,,0.1,farthest,,,,
start_point,covertype,1000,20,100,,,,2.925187,,,0.1,random0,,,,
start_point,covertype,1000,20,100,,,,2.987127,,,0.1,random1,,,,
start_point,covertype,1000,20,100,,,,2.991669,,,0.1,random2,,,,
start_point,covertype,1000,20,200,,,,2.494323,,,0.2,centroid,,,,
start_point,covertype,1000,20,200,,,,2.579812,,,0.2,farthest,,,,
start_point,covertype,1000,20,200,,,,2.580146,,,0.2,random0,,,,
start_point,covertype,1000,20,200,,,,2.549128,,,0.2,random1,,,,
start_point,covertype,1000,20,200,,,,2.526453,,,0.2,random2,,,,
start_point,covertype,5000,10,500,,,,2.79329,,,0.1,centroid,,,,
start_point,covertype,5000,10,500,,,,2.88551,,,0.1,farthest,,,,
start_point,covertype,5000,10,500,,,,2.820055,,,0.1,random0,,,,
start_point,covertype,5000,10,500,,,,2.875862,,,0.1,random1,,,,
start_point,covertype,5000,10,500,,,,2.834407,,,0.1,random2,,,,
start_point,covertype,5000,10,1000,,,,2.454522,,,0.2,centroid,,,,
start_point,covertype,5000,10,1000,,,,2.452124,,,0.2,farthest,,,,
start_point,covertype,5000,10,1000,,,,2.394909,,,0.2,random0,,,,
start_point,covertype,5000,10,1000,,,,2.391951,,,0.2,random1,,,,
start_point,covertype,5000,10,1000,,,,2.391675,,,0.2,random2,,,,
start_point,covertype,5000,20,500,,,,2.431573,,,0.1,centroid,,,,
start_point,covertype,5000,20,500,,,,2.469184,,,0.1,farthest,,,,
start_point,covertype,5000,20,500,,,,2.44921,,,0.1,random0,,,,
start_point,covertype,5000,20,500,,,,2.482818,,,0.1,random1,,,,
start_point,covertype,5000,20,500,,,,2.443583,,,0.1,random2,,,,
start_point,covertype,5000,20,1000,,,,2.111911,,,0.2,centroid,,,,
start_point,covertype,5000,20,1000,,,,2.100421,,,0.2,farthest,,,,
start_point,covertype,5000,20,1000,,,,2.083144,,,0.2,random0,,,,
start_point,covertype,5000,20,1000,,,,2.089568,,,0.2,random1,,,,
start_point,covertype,5000,20,1000,,,,2.110091,,,0.2,random2,,,,
multi_start,adult,500,10,50,,,,,0.0577,,0.1,,2.084858,2.084858,0.0,
multi_start,adult,500,10,100,,,,,0.0942,,0.2,,1.682241,1.682241,0.0,
multi_start,adult,500,20,50,,,,,0.1231,,0.1,,1.766259,1.766259,0.0,
multi_start,adult,500,20,100,,,,,0.2103,,0.2,,1.350727,1.350727,0.0,
multi_start,adult,1000,10,100,,,,,0.1988,,0.1,,2.04417,2.04417,0.0,
multi_start,adult,1000,10,200,,,,,0.3098,,0.2,,1.645054,1.645054,0.0,
multi_start,adult,1000,20,100,,,,,0.3289,,0.1,,1.715379,1.715379,0.0,
multi_start,adult,1000,20,200,,,,,0.6215,,0.2,,1.384758,1.384758,0.0,
multi_start,adult,5000,10,500,,,,,3.5113,,0.1,,2.024511,2.024511,0.0,
multi_start,adult,5000,10,1000,,,,,7.8705,,0.2,,1.651035,1.651035,0.0,
multi_start,adult,5000,20,500,,,,,7.9316,,0.1,,1.697263,1.697263,0.0,
multi_start,adult,5000,20,1000,,,,,17.7509,,0.2,,1.371091,1.371091,0.0,
multi_start,diabetes,500,10,50,,,,,0.0539,,0.1,,2.11263,2.11263,0.0,
multi_start,diabetes,500,10,100,,,,,0.1055,,0.2,,1.793122,1.793122,0.0,
multi_start,diabetes,500,20,50,,,,,0.1141,,0.1,,1.885177,1.885177,0.0,
multi_start,diabetes,500,20,100,,,,,0.2603,,0.2,,1.55165,1.55165,0.0,
multi_start,diabetes,1000,10,100,,,,,0.3585,,0.1,,2.124385,2.124385,0.0,
multi_start,diabetes,1000,10,200,,,,,0.3918,,0.2,,1.817542,1.817542,0.0,
multi_start,diabetes,1000,20,100,,,,,0.4209,,0.1,,1.83484,1.83484,0.0,
multi_start,diabetes,1000,20,200,,,,,0.986,,0.2,,1.572128,1.572128,0.0,
multi_start,diabetes,5000,10,500,,,,,4.5372,,0.1,,2.217265,2.217265,0.0,
multi_start,diabetes,5000,10,1000,,,,,12.2628,,0.2,,1.876005,1.876005,0.0,
multi_start,diabetes,5000,20,500,,,,,8.5904,,0.1,,1.91877,1.91877,0.0,
multi_start,diabetes,5000,20,1000,,,,,15.478,,0.2,,1.644927,1.644927,0.0,
multi_start,covertype,500,10,50,,,,,0.0734,,0.1,,3.311117,3.311117,0.0,
multi_start,covertype,500,10,100,,,,,0.0994,,0.2,,2.810582,2.810582,0.0,
multi_start,covertype,500,20,50,,,,,0.1107,,0.1,,2.874539,2.874539,0.0,
multi_start,covertype,500,20,100,,,,,0.1907,,0.2,,2.477862,2.477862,0.0,
multi_start,covertype,1000,10,100,,,,,0.1787,,0.1,,3.418412,3.418412,0.0,
multi_start,covertype,1000,10,200,,,,,0.3378,,0.2,,2.896623,2.896623,0.0,
multi_start,covertype,1000,20,100,,,,,0.3674,,0.1,,2.927298,2.927298,0.0,
multi_start,covertype,1000,20,200,,,,,0.6634,,0.2,,2.494323,2.494323,0.0,
multi_start,covertype,5000,10,500,,,,,3.9113,,0.1,,2.79329,2.79329,0.0,
multi_start,covertype,5000,10,1000,,,,,7.6829,,0.2,,2.454522,2.454522,0.0,
multi_start,covertype,5000,20,500,,,,,7.8714,,0.1,,2.431573,2.431573,0.0,
multi_start,covertype,5000,20,1000,,,,,14.5737,,0.2,,2.111911,2.111911,0.0,
alpha_sweep,adult,2000,20,200,,10.0,,2.26818,,,,,,,,0.05
alpha_sweep,adult,2000,20,200,,20.0,,2.095567,,,,,,,,0.1
alpha_sweep,adult,2000,20,200,,40.0,,1.882401,,,,,,,,0.2
alpha_sweep,adult,2000,20,200,,100.0,,1.78105,,,,,,,,0.5
alpha_sweep,adult,2000,20,200,,200.0,,1.667497,,,,,,,,1.0
alpha_sweep,adult,2000,20,200,,300.0,,1.666319,,,,,,,,1.5
alpha_sweep,adult,2000,20,200,,400.0,,1.683524,,,,,,,,2.0
alpha_sweep,adult,2000,20,200,,600.0,,1.665768,,,,,,,,3.0
